"uuid","connectionType","eventId","logType","timeStamp"
"2f99b0f3-8420-40f5-8656-361f483c79aa","0","0","0","1643858467766"
"a6b656c1-8187-48c7-bfff-84f78bbb4bf4","0","1","0","1643858467920"
"c38d5cde-a42b-4d05-b418-ad5cd1fd267d","0","0","0","1643858472802"
"25de8975-99f4-4c19-b09b-2eab1b30811f","0","1","0","1643858473119"
"32774721-b07d-4551-babb-dc32b57028f5","0","0","0","1643858477838"
"d8f29fb9-a77b-4fc6-997c-73f100e71d18","0","1","0","1643858478058"
"46f83829-bc1e-4727-9fd4-e8ce72c74ade","0","0","0","1643858482878"
"288fdceb-c89d-468c-a768-edf7a562d56b","0","1","0","1643858482985"
"93041610-d92c-4b40-aab2-465d3bf5d75b","0","0","0","1643858487913"
"00a252cc-95ee-4bc5-96c0-4bf791ecafe2","0","1","0","1643858488460"
"e2197e82-c08d-4c45-b45a-c53981c5ffda","0","0","0","1643858492945"
"9abc8d6f-c3af-4a7a-990e-3946ac34b914","0","1","0","1643858493195"
"9d5448d9-0437-451c-a5fb-d16906cebd7d","0","0","0","1643858497977"
"64248fbe-fd29-4307-a379-568b3d05d0fe","0","1","0","1643858498089"
"bb1e5ab4-c4d8-4b85-acc6-08890b0ac711","0","0","0","1643858503011"
"99b1cf66-b16d-4e17-9883-815f5c2feb10","0","1","0","1643858503165"
"35f3d62e-bf52-49d6-87ac-17722d432bba","0","0","0","1643858508045"
"d2ee6292-cf5c-4d7c-b510-69469b7f8b99","0","1","0","1643858508219"
"cb0a2ddd-ab1d-4d19-8bcb-fa4f57acb2af","0","0","0","1643858513076"
"d8377f23-2d8f-4aa0-ab37-e7db48d9d4d3","0","1","0","1643858513191"
"765fcce6-9b16-432b-9957-5693ebd0b503","0","0","0","1643858518108"
"10ac3992-ace9-40dd-b639-a8a730e26dc6","0","1","0","1643858518249"
"deafd77d-08fe-4b8b-8ee6-f98a81091707","0","0","0","1643858523139"
"c8082df2-e86a-44db-ada9-e29d04ba69d5","0","1","0","1643858523249"
"4321ce7b-e3a8-41b7-9924-d7d781d5ef1d","0","0","0","1643858528171"
"3d613155-1231-4a8f-b041-24ac676b6814","0","1","0","1643858528379"
"2375131f-f483-4666-90f2-08e6015bdbd4","0","0","0","1643858533203"
"47a1c314-0f89-4bb4-9982-bf302469642c","0","1","0","1643858533379"
"420d2206-dc1d-495d-b79a-53088d9f86e5","0","0","0","1643858538235"
"2a7bd889-4041-430e-8eb3-20271fa16956","0","1","0","1643858538432"
"33a41408-4f98-4294-bea9-535a615731f7","0","0","0","1643858543268"
