"uuid","connectionType","eventId","logType","timeStamp"
"1a6517b9-7b8a-4a01-8224-5f20e751ee0f","0","1","0","1643857382508"
"3e1bc453-c3e8-4b91-8a9e-c98c2bd7c8e1","0","0","0","1643857382558"
"d30d09eb-0eca-403f-9afe-53919bdcd6d0","0","1","0","1643857387546"
"44bd6225-09be-44a6-b2b8-3221f416014b","0","0","0","1643857387592"
"87e097a5-f6b7-4b69-897b-e43c68b8e3b0","0","1","0","1643857392559"
"e5f33ac6-7e7f-4857-a15b-74d4c645d684","0","0","0","1643857392596"
"d1f89d00-2d5a-4a5c-a922-6bcc1454d401","0","1","0","1643857397590"
"6266374c-18b2-4eea-b0fd-1346d1bc70dd","0","0","0","1643857397624"
"7065cb21-0ef9-48a4-a0c1-cdc8094777f2","0","1","0","1643857402639"
"90a9cdb3-728d-41e1-9af8-33be7b9f892c","0","0","0","1643857402683"
"155386e9-eb3a-4447-9451-5cb301bea3b0","0","1","0","1643857407673"
"7975b521-2cf1-4b6b-85c5-1e17b4eeb9e8","0","0","0","1643857407717"
"4e7c9e26-7bfa-4057-ac9b-c52337a429d6","0","1","0","1643857412686"
"67ed6a3f-971b-4b37-ae10-b212dbafa9b8","0","0","0","1643857412717"
"64595420-eac3-4ee8-863a-465882a129b1","0","1","0","1643857417729"
"81fd97c1-01d0-41d8-bf59-2c19f80f89c2","0","0","0","1643857417768"
"7b6d311f-0d44-426f-b854-cdf923203344","0","1","0","1643857422767"
"8ad5a044-89cd-41e8-acaf-4be479e4cd8d","0","0","0","1643857422804"
"c0c63218-1a87-497e-b0dd-01ef9149f14b","0","1","0","1643857427816"
"66a96203-dc91-4911-962e-2266ae1ec249","0","0","0","1643857427852"
"0c964e1e-5c0d-467c-87cf-382ecdde5d5c","0","1","0","1643857432813"
"1cde6e54-820f-410d-89a7-c27609dee8cf","0","0","0","1643857432850"
"ed58a00c-8195-49c9-b1bf-e9be8c4b6cbc","0","1","0","1643857437866"
"12fbffc0-7c8b-4ee4-8c4c-5e95a3b527a5","0","0","0","1643857437896"
"f6af6f08-58c3-4087-b6ab-4a92bd236365","0","1","0","1643857442905"
"4775af35-f387-41bb-aff6-8521247f7832","0","0","0","1643857442943"
"48bb1323-a88f-4423-9bdf-d05e0867e1d7","0","1","0","1643857447960"
"921471d9-95fd-4611-84fd-c890fd98cbc3","0","0","0","1643857447992"
"af6cbbcc-6839-42c1-ab06-48636ad55762","0","1","0","1643857452940"
"4507786c-d428-4e83-b20c-6251ea18f1c4","0","0","0","1643857452976"
"5c21f15f-dc65-475b-8817-c06b27ba48c9","0","1","0","1643857457969"
"f8678b34-ca86-4adb-8297-b860edeb5d3e","0","0","0","1643857458006"
"b42093e7-b447-49a7-ab76-925ab133c273","0","1","0","1643857463011"
"845cd14c-b2fc-47d8-84ce-f0cba2b2628a","0","0","0","1643857463042"
"e50b2b04-03d1-4c85-9484-4fbadc811da7","0","1","0","1643857468050"
"f41fde20-b210-4278-af55-ae0976102e4d","0","0","0","1643857468086"
"84dc5613-f35c-48e7-b42d-49f972a5b784","0","1","0","1643857473058"
"adf5041d-e627-4f10-83f2-8fde2552f592","0","0","0","1643857473095"
"883cee98-1428-4a51-b5b1-a4ce521d445f","0","1","0","1643857478105"
"a4f82560-b5e0-42c9-b798-ca826b45ce7f","0","0","0","1643857478137"
"75142626-ecc0-416a-aaf4-a699ee8a0867","0","1","0","1643857483108"
"3619583a-4b3d-43fa-ba66-7324cd24efdd","0","0","0","1643857483142"
"6539a4f4-12db-4888-ad0c-4acc4d720e78","0","1","0","1643857488158"
"c071e879-ec75-46d2-a56c-c32a60e0c640","0","0","0","1643857488186"
"1da5fd8e-31e3-4e83-865e-cb5c03d2c5ef","0","1","0","1643857493195"
"c7fe5bbf-8607-46bd-b562-11856ec45be3","0","0","0","1643857493228"
"f229923d-33e9-472e-8dc3-971c2a6e51d8","0","1","0","1643857498227"
"052b1eb7-737b-416b-a651-6725feaaf73f","0","0","0","1643857498255"
"a13fa3d1-b122-4221-a57a-0ff1745e17a4","0","1","0","1643857503233"
"f74e783b-2f7c-43ed-a695-4404d373b7cf","0","0","0","1643857503265"
"d609ba8c-1609-4343-8c93-c84ea7ae6f08","0","1","0","1643857508309"
"e8421386-f82c-4ddf-80b7-303a18834cd4","0","0","0","1643857508341"
"3d5cdac3-cba1-450e-85f8-89bb7a1927c9","0","1","0","1643857513298"
"0d64b8d5-0b29-48a8-a17f-b76dd0de47a7","0","0","0","1643857513325"
"f2917d30-7127-42c6-b995-8a84bce0c5c1","0","1","0","1643857518399"
"88bea4ee-7720-4ecf-8afb-56956e63b77a","0","0","0","1643857518430"
"18145dd8-0216-4b56-ae0c-0f059a22049e","0","1","0","1643857523396"
"1c702553-e6b4-4656-8c33-814219427be0","0","0","0","1643857523427"
"5a120de9-1c76-4ec3-bc09-a225fea09790","0","1","0","1643857528468"
"70381a5d-fac5-49cf-9746-a49a7af3c7cf","0","0","0","1643857528494"
"6903fc33-c66c-405f-a92f-44360480cd3a","0","1","0","1643857533473"
"011aff6b-8388-4529-afbc-e94d3bc57ff2","0","0","0","1643857533503"
"0e34a20f-9714-4b6a-ab88-78978f3ebb37","0","1","0","1643857538483"
"4624e538-e122-4e33-9c4d-281ec30fd374","0","0","0","1643857538510"
"f723ffdb-cfc3-4120-a650-dae83f2e4aec","0","1","0","1643857543517"
"12e60f6f-8af1-4781-9b51-30de18c074bf","0","0","0","1643857543549"
"e9038050-a650-490a-ac9a-5df50664ba34","0","1","0","1643857548531"
"0af3fffd-2712-41c7-bb01-fec3df1dd22f","0","0","0","1643857548562"
"1cc85e56-348b-41be-a293-10363f55319d","0","1","0","1643857553532"
"f3fd54ef-8d81-4c06-8126-182d4c70d56a","0","0","0","1643857553558"
"acd72812-c4ec-41df-bee8-ca8b437a9fa9","0","1","0","1643857558630"
"65dadd5f-31cb-4e0b-b95c-08a284737bc0","0","0","0","1643857558661"
"c102c4e4-ecb9-4c35-be7a-f5e06d9ca64b","0","1","0","1643857563601"
"f1b9b01c-f198-4940-8d51-486d8f1ee729","0","0","0","1643857563628"
"d8c26772-d35e-4f9b-8175-e71c8a5c9665","0","1","0","1643857568679"
"c6c774c3-0e9c-499e-b17e-42a30af13c5d","0","0","0","1643857568710"
"e7dd7a7b-22b3-478b-aca3-3d5336c66081","0","1","0","1643857573664"
"f05fc9de-3d61-4f0b-a5b1-668b2f4716ae","0","0","0","1643857573693"
