"uuid","connectionType","eventId","logType","timeStamp"
"2fbafd77-38e6-4448-99da-02c05b12e1b8","0","0","0","1643868014125"
"55f90454-2f2d-4021-8cd7-17d7e7380ed0","0","1","0","1643868014347"
"2fe7cedd-d18f-4161-b9da-2e98aafa0962","0","0","0","1643868019164"
"fbf7f607-308e-4fb0-9923-5ed030e45dd6","0","1","0","1643868019642"
"dbcf7396-d7af-4797-9b25-a71f7722ce70","0","0","0","1643868024201"
"419d48ea-81bb-4faf-bb32-99241673ee46","0","1","0","1643868024368"
"5af817e9-3cbc-4eaa-a589-b21ebee3de0f","0","0","0","1643868029236"
"31a66056-7414-4159-a518-d281daeeb9f9","0","1","0","1643868029343"
"b7c2e210-5ff9-4155-bcfb-7ef691147aab","0","0","0","1643868034269"
"54f699f3-ac94-46f6-a42b-98abc4f8a5e9","0","1","0","1643868034416"
"3e9fbef1-2a5b-4fc9-9fba-775210b070cc","0","0","0","1643868039306"
"41ea5867-b202-4d7a-8923-73bd0a3e0f3a","0","1","0","1643868039442"
"2db6cb38-fbe1-47d5-bd2f-64330025f8cc","0","0","0","1643868044337"
"c011432f-c98a-483b-9de9-484cd5d0d9c8","0","1","0","1643868044547"
"7412839b-3d5b-47c1-9890-b47609499c1b","0","0","0","1643868049357"
"b4a01624-396a-40ce-ac7c-00cecdc54274","0","1","0","1643868049548"
"379aec33-13f8-43cc-9004-bd0006f069d5","0","0","0","1643868054386"
"5a276825-75c9-4bdb-a532-0caef0bd7fd7","0","1","0","1643868054528"
"70f0afe8-24bc-4b7b-9262-8a7dd5b9e2f7","0","0","0","1643868059418"
"4ae00430-9a63-4b8f-bfbf-4b22fa08cd19","0","1","0","1643868059583"
"d8630953-d35f-41f9-915c-f5d34c5b332e","0","0","0","1643868064435"
"c4074714-2514-4916-af49-372f380bca4b","0","1","0","1643868064560"
"9e0ed233-fc76-4912-aa81-a9464030ca63","0","0","0","1643868069467"
"0de81c2a-2291-4545-98bd-03614cf99ee2","0","1","0","1643868069654"
"fb42afc4-bd96-4172-8f98-1090d14339a6","0","0","0","1643868074498"
"d0a8f338-0754-4075-b094-7787c0922c59","0","1","0","1643868074667"
